Source,Statistic,df1,df2,Test.Comparison,Value,Reported.Comparison,Reported.P.Value,Computed,Raw,Error,DecisionError,OneTail,OneTailedInTxt,APAfactor
48-795-1-PB,Chi2,8,NA,=,113.63,<,0.001,6.82E-21," 2 (8)=113.63, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,12,NA,=,132.5,<,0.001,1.94E-22," 2 (12)=132.5, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,6,NA,=,12.76,<,0.05,0.047009489,"
2 (6) = 12.76, p < 0.05",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,6,NA,=,88.05,<,0.001,7.70E-17," 2 (6) = 88.05, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,12,NA,=,17.44,ns,NA,0.133782042,"(2 (12) = 17.44, ns",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,31.49,<,0.001,1.45E-07," 2 (2)=31.49,
p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,15.71,<,0.01,0.000387808," 2 (2) = 15.71, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,315.17,<,0.001,3.65E-69," 2 (2) = 315.17,
p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,3,NA,=,37.66,<,0.001,3.34E-08," 2 (3)=37.66, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,25.48,<,0.001,2.93E-06," 2 (2)=25.48,
p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,3,NA,=,10.51,<,0.05,0.014693215," 2 (3) = 10.51, p < 0.05",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,6,NA,=,21.33,<,0.01,0.00160018,"(2 (6)=21.33, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,6,NA,=,21.28,<,0.01,0.001633715,"(2 (6)=21.28, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,30.67,<,0.001,2.19E-07,"(2 (2)=30.67, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,222.31,<,0.001,5.32E-49,"(2
(2)=222.31, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,3,NA,=,25.69,<,0.001,1.11E-05,"(2 (3)=25.69, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,6,NA,=,37.13,<,0.001,1.66E-06,"(2 (6)=37.13, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,6.14,<,0.05,0.046421155,"(2 (2)=6.14, p < 0.05",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,396.95,<,0.001,6.36E-87,"(2 (2) = 396.95,
p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,13.44,<,0.01,0.001206538,"(2 (2)=13.44,
p < 0.01",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,160.49,<,0.001,1.41E-35,"(2 (2)=160.49, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
48-795-1-PB,Chi2,2,NA,=,157.05,<,0.001,7.89E-35,"(2 (2)=157.05, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.63
49-592-2-PB,Chi2,1,NA,=,5.7,=,0.02,0.016964913," 2(1) = 5.7, p = .02",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,100.7,<,0.001,1.07E-23," 2(1) = 100.7, p < .001",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,4.2,=,0.04,0.040423979," 2(1) = 4.2, p = .04",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,2.89,=,0.09,0.089130926," 2(1)
= 2.89, p = .09",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,3.8,=,0.05,0.051252583," 2(1) = 3.8, p = .05",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,26,<,0.001,3.41E-07," (2(1) = 26.0, p < .001",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,0.1,=,0.75,0.751829634," 2(1) = 0.10,
p = .75",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,0.15,=,0.7,0.698535358," 2(1) = 0.15, p = .70",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,59.7,<,0.001,1.10E-14," (2(1) = 59.7, p < .001",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,7.5,<,0.007,0.006169899," [2(1) = 7.5, p < .007",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,22.5,<,0.001,2.10E-06," 2(1) = 22.5, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,4.6,=,0.03,0.031971956," 2(1) = 4.6, p =
0.03",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,1.8,=,0.18,0.179712495," 2(1) = 1.8, p = .18",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,16.4,<,0.001,5.13E-05," (2(1) = 16.4, p < .001",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,4.1,=,0.04,0.042883214," 2(1) = 4.1, p = .04",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,0.47,=,0.49,0.492987169," 2(1) = 0.47, p =
.49",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,1.6,=,0.21,0.205903211," 2(1) = 1.6, p = .21",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,0.8,=,0.38,0.37109337," 2(1)
= 0.8, p = 0.38",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,2.6,=,0.11,0.106863715," 2(1) = 2.6, p = .11",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,8.3,=,0.004,0.003964508," 2(1) = 8.3, p = .004",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,1.41,=,0.24,0.235056393," 2(1) = 1.41, p = .24",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,0.83,=,0.36,0.362272529," 2(1) = .83, p = .36",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,0.01,=,0.93,0.920344325," 2(1) = .01, p = .93",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,8.28,=,0.004,0.004008413," (2(1) = 8.28, p = .004",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,27.6,<,0.001,1.49E-07,"
2(1) = 27.6, p < .001",FALSE,FALSE,FALSE,FALSE,0.72
49-592-2-PB,Chi2,1,NA,=,1.67,=,0.2,0.196258534," (2(1) = 1.67, p = .20",FALSE,FALSE,FALSE,FALSE,0.72
52-637-1-PB,F,3,4009,=,603.1,<,0.001,1.97626258336499e-323,"F(3,4009) =
603.1, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.09
52-637-1-PB,F,4,4009,=,200,<,0.001,1.35E-156,"F(4,4009) = 200.0, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.09
52-637-1-PB,F,8,3359,=,43.3,<,0.001,1.70E-66,"F(8,3359) = 43.3, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.09
53-1839-1-PB,t,NA,169.1,=,2.67,=,0.008,0.008325057,"t(169.1)
= 2.67, p = .008",FALSE,FALSE,FALSE,FALSE,0.18
53-1839-1-PB,t,NA,90.1,=,3.49,<,0.001,0.000749752,"t(90.1) = 3.49, p < .001",FALSE,FALSE,FALSE,FALSE,0.18
53-1839-1-PB,t,NA,59.5,=,1.36,=,0.179,0.178960915,"t(59.5) = 1.36, p = .179",FALSE,FALSE,FALSE,FALSE,0.18
57-2029-1-PB,F,1,37,=,23.87,<,1.00E-04,2.01E-05,"F(1,37) = 23.87, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,1,37,=,42.01,<,1.00E-04,1.40E-07,"F(1,37) = 42.01, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,1,37,=,13.04,<,0.001,0.000899228,"F(1,37) = 13.04, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,1,37,=,8.01,<,0.01,0.007475293,"F(1,37) = 8.01, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,1,37,=,6.48,=,0.015,0.015208766,"F(1,37) = 6.48,
p= 0.015",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,5,185,=,15.36,<,1.00E-04,1.27E-12,"F(5,185)
= 15.36, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,0.66,24.4,=,68.68,<,1.00E-04,2.43E-07,"F(0.66,24.4) = 68.68, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,1.32,48.8,=,8.64,<,0.01,0.002452248,"F(1.32,48.8) = 8.64, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,2,74,=,6.24,<,0.01,0.003131075,"F(2,74) = 6.24, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,2,74,=,4.64,<,0.05,0.012634764,"F(2,74) = 4.64, p < 0.05",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,2,74,=,43.75,<,1.00E-04,2.88E-13,"F(2,74) = 43.75, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,2,74,=,4.19,=,0.02,0.018887196,"F(2,74) = 4.19, p = 0.02",FALSE,FALSE,FALSE,FALSE,0.59
57-2029-1-PB,F,3.42,126.54,=,87.4,<,1.00E-04,7.90E-33,"F(3.42,126.54) = 87.4, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.59
59-713-2-PB,Chi2,1,NA,=,25.34,<,0.001,4.81E-07," 2(1)= 25.34, p < .001",FALSE,FALSE,FALSE,FALSE,0.75
59-713-2-PB,Chi2,1,NA,=,8.21,<,0.01,0.004166015," 2(1) = 8.21, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.75
59-713-2-PB,Chi2,1,NA,<,2,<,0.05,0.157299207," 2(1) < 2, p < 0.05",FALSE,FALSE,FALSE,FALSE,0.75
65-2058-1-PB,Z,NA,NA,=,-0.616,=,0.53,0.53789452,"Z = -0.616,
p = 0.53",TRUE,FALSE,FALSE,FALSE,0.17
65-2058-1-PB,Z,NA,NA,=,8.71,<,0.001,3.04E-18,"Z = 8.71, p < .001",FALSE,FALSE,FALSE,FALSE,0.17
66-2022-1-PB,t,NA,1329,=,6.362,<,0.001,2.73E-10,"t(1329) = 6.362, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.67
66-2022-1-PB,t,NA,1042,=,-6.109,<,0.001,1.41E-09,"t(1042) = -6.109, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.67
66-2022-1-PB,Chi2,1,NA,=,7.65,=,0.005,0.005677232,"
2(1) = 7.650, p = .005",TRUE,FALSE,TRUE,FALSE,0.67
66-2022-1-PB,Chi2,1,NA,=,20.12,<,0.001,7.27E-06," 2(1) = 20.12, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.67
66-2022-1-PB,Z,NA,NA,=,0.62,=,0.54,0.535257787,"Z = 0.62, p = 0.54",FALSE,FALSE,FALSE,FALSE,0.67
66-2022-1-PB,Z,NA,NA,=,5.343,<,0.001,9.14E-08,"Z = 5.343, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.67
66-2022-1-PB,Z,NA,NA,=,6.636,<,0.001,3.22E-11,"Z = 6.636, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.67
66-2022-1-PB,Z,NA,NA,=,6.566,<,0.001,5.17E-11,"Z = 6.566, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.67
75-898-1-PB,F,2,31,=,23.3485,<,1.00E-04,6.53E-07,"F(2,31)=23.3485, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,31,=,4.5335,=,0.0187,0.018746079,"F(2,31)=4.5335, p =0.0187",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,31,=,5.6358,=,0.0082,0.008172438,"F(2,31)=5.6358, p= 0.0082",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,24,=,3.6096,=,0.0426,0.042606284,"F(2,24)=3.6096, p =0.0426",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,31,=,5.3263,=,0.0103,0.010271963,"F(2,31)=5.3263, p =0.0103",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,3,44,=,3.6245,=,0.0201,0.020119722,"F(3,44)=3.6245, p =0.0201",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,3,44,=,20.2095,<,1.00E-04,2.20E-08,"F(3,44)=20.2095, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,3,44,=,18.9008,<,1.00E-04,5.04E-08,"F(3,44)=18.9008, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,3,44,=,10.0398,<,1.00E-04,3.68E-05,"F(3,44)=10.0398, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,3,44,=,8.0968,=,2.00E-04,0.000210258,"F(3,44)=8.0968, p =0.0002",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,3,44,=,6.9983,=,6.00E-04,0.000598136,"F(3,44)=6.9983, p =0.0006",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,3,44,=,4.4559,=,0.0081,0.008095711,"F(3,44)=4.4559, p= 0.0081",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,60,=,9.2728,=,3.00E-04,0.000309658,"F(2,60)=9.2728, p= 0.0003",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,60,=,3.262,=,0.0452,0.045205041,"F(2,60)=3.2620, p= 0.0452",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,60,=,4.2851,=,0.0182,0.018216923,"F(2,60)=4.2851, p =0.0182",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,59,=,15.0459,<,1.00E-04,5.25E-06,"F(2,59)=15.0459, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,59,=,4.8671,=,0.0111,0.011054378,"F(2,59)=4.8671, p =0.0111",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,59,=,10.5402,=,1.00E-04,0.00012193,"F(2,59)=10.5402, p =0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,59,=,13.4276,<,1.00E-04,1.56E-05,"F(2,59)=13.4276, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,59,=,11.8749,<,1.00E-04,4.63E-05,"F(2,59)=11.8749, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,59,=,3.5046,=,0.0365,0.036458811,"F(2,59)=3.5046, p =0.0365",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,69,=,3.7224,=,0.0292,0.029160126,"F(2,69)=3.7224, p =0.0292",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,69,=,7.2415,=,0.0014,0.001396886,"F(2,69)= 7.2415, p =0.0014",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,2,69,=,154.437,<,1.00E-04,3.33E-26,"F(2,69)= 154.4370, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
75-898-1-PB,F,1,46,=,129.324,<,1.00E-04,5.84E-15,"F(1,46)=129.3240, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.28
8-1234-1-PB,Z,NA,NA,=,-10.81,<,0.001,3.09E-27,"
Z = -10.81, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.05
8-1234-1-PB,Z,NA,NA,=,7.429,<,1.10E-13,1.09E-13,"Z = 7.429, p < 1.10e-13",FALSE,FALSE,FALSE,FALSE,0.05
83-3250-1-PB,F,1,18,=,0.503,=,0.487,0.487270545,"F(1, 18) = 0.503, p = 0.487",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,45.35,=,-3.248,=,0.0022,0.00219058,"t(45.35) = -3.248, p = 0.0022",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,45.27,=,0.495,=,0.6228,0.622994206,"t(45.27) = 0.495, p = 0.6228",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,108.05,=,4.382,<,1.00E-04,2.73E-05,"t(108.05) = 4.382, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,117.69,=,2.204,=,0.0746,0.029470235,"t(117.69) = 2.204, p = 0.0746",TRUE,TRUE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,3068,=,-7.635,<,1.00E-04,3.00E-14,"t(3068.0) = -7.635, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,24.89,=,-2.97,=,0.0065,0.00650714,"t(24.89) = -2.970, p = 0.0065",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,24.92,=,-2.783,=,0.0112,0.010121618,"t(24.92) = -2.783,
p = 0.0112",TRUE,FALSE,TRUE,FALSE,0.92
83-3250-1-PB,t,NA,24.92,=,-4.615,=,1.00E-04,0.000101786,"t(24.92) = -4.615,
p = 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,24.95,=,-5.468,<,1.00E-04,1.12E-05,"t(24.95) = -5.468, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,28.14,=,-2.2,=,0.0362,0.036182352,"t(28.14) = -2.200, p = 0.0362",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,28.05,=,-4.546,=,1.00E-04,9.55E-05,"t(28.05) = -4.546, p = 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,21.3,=,-2.234,=,0.0368,0.036326302,"t(21.3) = -2.234,
p = 0.0368",TRUE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,20,=,-2.386,=,0.0271,0.02703317,"t(20.0) = -2.386, p = 0.0271",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,23,=,0.949,=,0.3525,0.352486405,"t(23.0) = 0.949, p = 0.3525",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,31.2,=,1.824,=,0.0777,0.07774368,"t(31.2) = 1.824, p = 0.0777",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,59.78,=,-9.728,<,1.00E-04,6.24E-14,"t(59.78) = -9.728, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,171.44,=,-5.194,<,1.00E-04,5.79E-07,"t(171.44)
= -5.194, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,2064,=,-3.434,=,6.00E-04,0.00060649,"t(2064) = -3.434,
p = 0.0006",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,21.25,=,8.391,<,1.00E-04,3.47E-08,"t(21.25) = 8.391, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,21.24,=,-0.29,=,0.7746,0.77462851,"t(21.24) = -0.290,
p = 0.7746",FALSE,FALSE,FALSE,FALSE,0.92
83-3250-1-PB,t,NA,21.25,=,0.088,=,0.9309,0.930700717,"t(21.25) = 0.088, p = 0.9309",FALSE,FALSE,FALSE,FALSE,0.92
92-1055-1-PB,Chi2,1,NA,=,43.47,<,1.00E-04,4.31E-11," (2(1) = 43.47, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.54
92-1055-1-PB,Chi2,1,NA,=,16.52,<,1.00E-04,4.81E-05," (2(1)=16.52,
p<0.0001",FALSE,FALSE,FALSE,FALSE,0.54
92-1055-1-PB,Chi2,1,NA,=,4.31,<,0.05,0.037888962," (2(1)=4.31, p<0.05",FALSE,FALSE,FALSE,FALSE,0.54
92-1055-1-PB,Chi2,1,NA,=,11.61,<,0.001,0.000655982," (2(1)=11.61, p<0.001",FALSE,FALSE,FALSE,FALSE,0.54
92-1055-1-PB,Chi2,1,NA,=,46.46,<,1.00E-04,9.35E-12," (2(1)=46.46, p<0.0001",FALSE,FALSE,FALSE,FALSE,0.54
92-1055-1-PB,Chi2,1,NA,=,21.82,<,1.00E-04,2.99E-06," 2(1) = 21.82, p < 0.0001",FALSE,FALSE,FALSE,FALSE,0.54
92-1055-1-PB,Chi2,1,NA,=,8.79,<,0.005,0.003028862," (2(1)=8.79,
p<0.005",FALSE,FALSE,FALSE,FALSE,0.54
93-2104-1-PB,Chi2,2,NA,=,0.45,=,0.8,0.798516219," 2(2) = 0.45, p = 0.80",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,2,NA,=,0.098,=,0.95,0.95218113,"
2(2) = 0.098, p = 0.95",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,2,NA,=,29.47,<,0.001,3.99E-07," 2(2) = 29.47, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,1,NA,=,13.13,<,0.001,0.000290605," 2(1) = 13.13, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,1,NA,=,7.13,=,0.008,0.007580473," 2(1) = 7.13, p = 0.008",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Z,NA,NA,=,-0.67,=,0.5,0.50285779,"
Z = -0.67, p = 0.50",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Z,NA,NA,=,-0.69,=,0.49,0.490194187,"
Z = -0.69, p = 0.49",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Z,NA,NA,=,-0.7,=,0.94,0.483927304,"Z = -0.70, p = 0.94",TRUE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Z,NA,NA,=,-0.91,=,0.36,0.36282251,"Z = -0.91, p = 0.36",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Z,NA,NA,=,-1.59,=,0.11,0.111834805,"Z = -1.59, p = 0.11",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Z,NA,NA,=,-1.86,=,0.06,0.062885526,"Z = -1.86, p = 0.06",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,1,NA,=,3.4,=,0.06,0.065196419," 2(1) = 3.40, p = 0.06",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,1,NA,=,21.94,<,0.001,2.81E-06," 2(1)
= 21.94, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,1,NA,=,11.86,<,0.001,0.000573525," 2(1)
= 11.86, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.62
93-2104-1-PB,Chi2,1,NA,=,4.53,=,0.03,0.033305618," 2(1) = 4.53, p = 0.03",FALSE,FALSE,FALSE,FALSE,0.62
94-1129-1-PB,F,1,224,=,28.1,<,0.00017,2.76E-07,"F (1, 224) = 28.1, p < 0.00017",FALSE,FALSE,FALSE,FALSE,0.4
94-1129-1-PB,F,1,94,=,24.2,<,0.00017,3.69E-06,"F (1, 94) = 24.2, p < 0.00017",FALSE,FALSE,FALSE,FALSE,0.4
94-1129-1-PB,F,1,226,=,48,<,0.00017,4.39E-11,"F (1, 226) = 48.0, p < 0.00017",FALSE,FALSE,FALSE,FALSE,0.4
94-1129-1-PB,F,1,226,=,7.7,=,0.0059,0.005984225,"F (1, 226) = 7.7, p = 0.0059",FALSE,FALSE,FALSE,FALSE,0.4
96-1161-1-PB,Chi2,9,NA,=,147.5,<,1.00E-04,2.90E-27,"(2 (9) = 147.5, p < 0.0001",FALSE,FALSE,FALSE,TRUE,0.26
96-1161-1-PB,Chi2,12,NA,=,103.1,<,1.00E-04,1.37E-16,"(2 (12) = 103.1, p < 0.0001",FALSE,FALSE,FALSE,TRUE,0.26
96-1161-1-PB,Chi2,12,NA,=,21,=,0.051,0.050380451,"(2 (12) = 21.0, p = 0.051",FALSE,FALSE,FALSE,TRUE,0.26
96-1161-1-PB,Chi2,8,NA,=,24.9,=,0.0016,0.00161638,"(2 (8) = 24.9, p = 0.0016",FALSE,FALSE,FALSE,TRUE,0.26
96-1161-1-PB,Chi2,4,NA,=,15.9,=,0.0032,0.003156326,"(2 (4) = 15.9, p = 0.0032",FALSE,FALSE,FALSE,TRUE,0.26
96-1161-1-PB,Chi2,4,NA,=,12.7,=,0.012,0.012838591,"(2 (4) = 12.7,
p = 0.012",TRUE,FALSE,TRUE,TRUE,0.26
97-2834-1-PB,Z,NA,NA,=,-4.604,<,0.001,4.14E-06,"Z= -4.604, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.13
97-2834-1-PB,Z,NA,NA,=,13.374,<,0.001,8.58E-41,"Z = 13.374, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.13
97-2834-1-PB,Z,NA,NA,=,-4.396,<,0.001,1.10E-05,"Z = -4.396,
p<0.001",FALSE,FALSE,FALSE,FALSE,0.13
97-2834-1-PB,Z,NA,NA,=,2.958,<,0.01,0.003096421,"Z = 2.958, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.13
97-2834-1-PB,Z,NA,NA,=,-3.385,<,0.001,0.000711783,"Z = -3.385, p<0.001",FALSE,FALSE,FALSE,FALSE,0.13
99-1653-1-PB,Chi2,1,NA,=,36.512,<,0.001,1.52E-09," 2(1) = 36.512, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.5
99-1653-1-PB,Chi2,1,NA,=,6.472,=,0.011,0.010958714," 2(1) = 6.472,
p = 0.011",FALSE,FALSE,FALSE,FALSE,0.5
99-1653-1-PB,Chi2,1,NA,=,9.852,=,0.002,0.001696472," 2(1) = 9.852, p = 0.002",FALSE,FALSE,FALSE,FALSE,0.5
99-1653-1-PB,Chi2,1,NA,=,16.86,<,0.001,4.02E-05," 2(1) = 16.86,
p<0.001",FALSE,FALSE,FALSE,FALSE,0.5
